psraid,internetUse,emailUse,internetYest,facebookUse,myspaceUse,linkedinUse,profileUse,twitterUse,payMusic,payVideo,payPhoto,payNews,payEbook,payGame,payRingtone,paySoftware,payApp,payAmount,payAmountMonth,household,emp,parent,sex,age,educ,race,inc,iphoneUse,twitterCheckFreq
201011,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,1,,5,4,1,2,2,21,3,1,6,2,
201014,2,2,,,,,,,,,,,,,,,,,,2,1,1,1,50,3,1,5,2,
201016,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,20,0,2,1,2,1,52,6,1,8,2,
201017,2,2,,,,,,,,,,,,,,,,,,2,5,2,1,51,5,1,1,3,
201018,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,,5,1,1,2,2,61,6,1,8,2,
201019,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,1,1,2,1,31,6,1,5,3,
201022,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,,9998,2,1,2,2,45,5,1,99,3,
201023,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,,0,4,2,2,2,18,3,2,5,3,
201028,1,1,1,1,2,1,8,2,1,2,2,1,2,2,2,2,2,60,0,2,2,1,1,48,7,1,7,2,
201030,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,200,15,2,1,2,1,30,7,1,3,3,
201032,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,,0,2,1,2,1,22,5,1,99,2,
201033,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,1,2,1,19,3,1,99,3,
201034,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,2,4,2,2,99,5,1,9,2,
201036,1,1,1,1,9,2,2,2,1,2,2,2,8,2,1,2,2,,0,6,1,1,2,94,9,9,9,3,
201046,1,1,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,,36,2,1,1,2,34,5,1,5,2,
201050,2,2,,,,,,,,,,,,,,,,,,1,3,2,2,64,5,1,2,3,
201051,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,,3,2,1,1,1,39,5,1,8,2,
201054,2,2,,,,,,,,,,,,,,,,,,9,9,9,1,99,9,2,99,2,
201055,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,1,2,,0,3,1,1,1,35,7,1,8,2,
201057,2,2,,,,,,,,,,,,,,,,,,1,3,2,2,76,3,1,2,2,
201061,2,2,,,,,,,,,,,,,,,,,,3,1,2,1,60,5,2,3,2,
201067,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,,20,1,1,2,2,46,3,2,3,2,
201070,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,1,,0,1,2,2,1,22,3,1,1,3,7
201086,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23,0,2,3,2,2,63,6,1,99,2,
201093,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,1,2,100,10,1,1,2,1,48,5,1,7,2,5
201098,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,1,52,3,1,3,2,
201109,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,,0,4,1,2,2,23,5,1,99,2,
201113,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,0,2,1,2,1,74,7,9,99,2,
201117,1,1,2,1,2,2,2,2,1,2,2,2,2,1,1,1,2,,0,4,1,1,2,33,3,1,6,2,7
201118,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,,9998,2,2,2,2,18,3,2,2,3,
201133,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,,10,2,1,1,2,46,7,1,8,2,
201153,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,2,4,2,2,58,5,1,2,3,
201159,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,6,2,2,18,3,9,99,3,
201160,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,,1,3,2,2,61,7,1,3,2,
201161,1,1,1,1,2,1,1,2,1,2,2,2,2,1,1,1,1,120,12,2,1,2,2,28,5,1,3,3,7
201171,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,1,2,1,38,3,1,7,2,
201182,1,1,1,1,1,2,1,2,1,2,2,2,1,2,2,2,2,,0,3,1,1,2,28,3,1,3,3,
201185,2,2,,,,,,,,,,,,,,,,,,1,2,1,2,26,2,1,1,3,
201190,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,,25,1,1,2,1,47,7,1,7,2,
201191,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,4,2,1,52,3,1,3,3,
201194,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,1,2,2,99,3,1,4,2,
201196,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,,30,2,1,2,2,47,7,2,7,3,
201208,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,,0,2,1,2,2,59,6,1,5,2,
201209,1,1,1,1,2,2,1,2,1,1,2,2,2,2,1,1,2,50,5,2,1,2,1,25,6,9,2,3,
201210,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,,0,2,5,2,2,60,5,1,4,2,
201214,1,2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,1,,5,2,2,1,2,35,6,1,8,2,7
201218,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,,0,2,1,2,1,25,3,1,7,3,
201219,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,4,1,1,33,3,2,1,3,
201238,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,0,2,1,2,2,22,3,4,1,3,
201245,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,,0,1,1,2,1,23,6,1,3,3,
201252,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,2,1,9998,9998,4,1,2,2,19,3,1,1,3,4
201254,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,,5,3,4,2,2,18,2,1,8,2,
201258,2,2,,,,,,,,,,,,,,,,,,2,1,1,1,55,3,1,3,3,
201259,2,2,,,,,,,,,,,,,,,,,,2,3,2,1,63,3,2,5,2,
201261,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,3,2,2,70,3,1,3,2,
201267,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,1,1,1,2,42,5,2,3,3,
201268,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,,10,2,1,2,1,49,5,1,7,3,
201270,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,1,2,1,99,6,3,9,2,
201282,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,,10,3,1,1,1,43,3,1,7,2,
201284,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,2,2,2,21,5,9,99,2,
201289,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,4,4,1,2,26,5,1,99,3,
201297,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,,0,2,1,1,1,31,5,1,6,2,
201300,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,1,1,2,40,3,2,6,3,
201302,1,1,1,2,2,2,2,1,1,2,1,1,2,1,2,1,2,,15,1,1,2,1,23,5,1,3,3,7
201313,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,,0,3,2,2,2,62,7,1,6,2,
201314,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,1,4,2,1,40,7,2,99,3,7
201315,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,,0,1,3,2,2,75,1,2,99,3,
201330,1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,1,1,20,0,1,1,2,1,44,6,2,8,3,7
201336,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,,0,1,1,1,2,31,3,2,5,2,
201339,2,2,,,,,,,,,,,,,,,,,,3,2,1,2,50,3,1,8,3,
201342,2,2,,,,,,,,,,,,,,,,,,1,1,2,1,74,3,1,7,2,
201349,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,9998,3,1,2,2,31,5,1,4,2,
201352,1,1,1,2,2,2,2,1,1,1,2,1,2,1,2,1,1,1800,0,2,1,2,1,27,6,1,7,3,3
201353,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,30,5,1,1,2,2,43,5,1,2,3,6
201354,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,,,1,1,2,1,32,5,2,3,2,
300003,2,2,,,,,,,,,,,,,,,,,,2,1,2,1,51,3,1,3,1,
300005,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,3,2,1,99,9,1,99,2,
300007,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,1,2,1,65,3,1,5,2,7
300009,2,2,,,,,,,,,,,,,,,,,,1,3,2,2,86,5,1,99,2,
300010,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,5,2,2,53,2,1,2,1,
300012,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,,0,2,2,2,2,58,5,1,4,2,
300013,2,2,,,,,,,,,,,,,,,,,,1,1,2,1,53,3,1,2,2,
300015,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,,,2,1,2,2,55,2,1,5,1,
300017,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,0,3,7,2,1,60,5,1,99,2,
300018,2,2,,,,,,,,,,,,,,,,,,2,2,2,2,18,3,1,3,2,
300019,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,3,2,2,74,4,1,99,1,
300022,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,1,2,2,2,63,7,1,7,2,
300025,1,1,1,2,2,2,1,2,1,2,2,2,2,1,1,1,2,,1,3,1,1,1,46,6,1,5,2,
300026,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,1,2,1,99,5,1,99,2,
300030,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,,0,2,1,1,2,33,7,1,7,2,
300033,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,,0,1,1,2,1,31,3,1,3,2,
300034,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,9998,1,1,2,1,50,3,1,3,2,
300041,2,2,,,,,,,,,,,,,,,,,,4,1,1,2,18,3,2,2,2,
300042,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,3,2,2,67,4,1,2,2,
300045,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,1,2,1,60,6,1,7,2,
300048,1,1,1,1,2,2,1,8,1,2,1,2,2,1,2,2,2,,30,1,5,1,2,29,5,2,2,2,7
300055,1,2,1,1,2,2,2,2,1,2,2,1,1,2,2,1,2,,0,9,1,1,1,30,6,1,99,2,
300057,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,,,1,1,1,1,39,3,1,7,1,
300060,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,,0,2,3,2,2,71,7,1,9,2,
300066,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,0,4,2,2,2,55,3,1,5,2,
300077,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,,0,2,1,1,2,44,6,1,99,2,
300082,1,1,2,1,2,2,2,1,1,1,2,2,2,2,1,1,1,0,60,2,1,1,1,35,5,1,5,2,3
300083,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,1,2,2,67,3,1,1,2,
300085,1,1,1,2,2,2,2,2,2,1,2,1,1,2,2,1,1,,1,1,1,1,1,99,6,9,99,2,
300086,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,,0,2,3,2,1,68,3,1,99,2,
300087,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,,0,2,3,2,2,65,3,1,7,2,
300090,2,2,,,,,,,,,,,,,,,,,,3,3,2,1,73,9,1,2,1,
300092,2,2,,,,,,,,,,,,,,,,,,1,4,2,2,56,5,1,1,1,
300094,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,,0,2,3,1,2,66,3,1,2,2,
300096,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,,9999,1,1,2,2,53,5,1,6,2,
300097,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,50,8,3,1,2,2,53,3,1,4,2,
300100,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,0,2,3,2,1,65,3,1,7,2,
300101,2,2,,,,,,,,,,,,,,,,,,1,3,2,2,80,3,1,99,2,
300103,2,2,,,,,,,,,,,,,,,,,,2,3,2,2,82,7,1,99,2,
300104,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,3,2,2,99,3,1,99,1,
300106,2,2,,,,,,,,,,,,,,,,,,2,2,2,2,99,2,4,99,2,
300107,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,0,4,3,2,2,71,7,1,7,2,
300109,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,1,,10,1,1,2,2,35,6,1,99,2,3
300110,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,1,2,,80,1,4,1,1,38,6,1,5,1,7
300111,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,0,2,4,2,1,47,5,1,1,2,
300117,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,3,2,2,73,5,1,99,2,
300118,2,2,,,,,,,,,,,,,,,,,,2,1,1,2,18,3,1,5,2,
300120,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,,9998,3,1,1,2,64,5,1,7,2,
300122,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,40,0,2,1,1,1,49,6,1,9,2,
300126,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,20,10,2,6,2,1,28,7,1,6,2,
300128,1,1,1,1,2,1,2,1,1,2,1,2,1,2,2,1,2,,5,3,1,2,1,54,6,1,99,2,1
300129,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,,50,9,1,2,1,99,3,1,99,1,7
300130,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,2,3,2,1,70,3,2,3,2,
300135,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,0,4,2,2,2,19,5,6,5,1,
300137,2,2,,,,,,,,,,,,,,,,,,1,3,2,1,84,1,1,2,1,
300139,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,4,1,1,38,3,1,6,2,
300140,2,2,,,,,,,,,,,,,,,,,,2,1,2,1,53,2,1,7,2,
300142,2,2,,,,,,,,,,,,,,,,,,3,5,1,1,50,2,5,99,2,
300144,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,,0,2,3,2,2,73,6,1,99,2,
300149,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,3,2,1,79,3,1,6,1,
300152,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,,0,2,2,2,1,67,5,1,9,2,
300153,1,1,1,2,2,2,2,2,1,2,2,2,8,2,2,2,2,,0,1,1,1,1,40,5,5,6,2,
300156,2,2,,,,,,,,,,,,,,,,,,2,3,2,1,69,3,1,2,2,
300159,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,,0,2,4,1,2,32,6,1,6,2,
300164,2,2,,,,,,,,,,,,,,,,,,1,9,2,1,99,7,1,99,2,
300166,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,3,2,2,72,5,1,6,2,
300171,1,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,,0,2,3,2,2,70,5,1,3,2,
300176,2,2,,,,,,,,,,,,,,,,,,1,3,2,2,88,3,1,1,1,
300182,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,200,50,4,3,2,2,52,3,1,8,1,
300187,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,,80,2,1,2,1,50,3,6,2,2,7
300188,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,3,2,1,2,47,7,1,99,2,
300191,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,2,3,2,1,83,7,1,6,2,
300197,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,,24,3,3,2,2,56,1,1,2,2,
300200,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,2,3,2,2,75,3,1,6,2,
300207,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,,,2,4,1,2,24,5,1,3,2,
300209,2,2,,,,,,,,,,,,,,,,,,1,3,2,2,80,5,1,1,1,
300211,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,0,1,3,2,1,66,6,1,4,2,
300213,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,,9998,2,3,2,2,71,6,1,99,2,
300218,1,1,1,2,2,2,8,2,2,2,1,1,8,1,2,1,2,,0,3,1,2,2,99,5,1,99,2,
300220,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,1,3,2,2,80,6,1,3,2,
300224,2,2,,,,,,,,,,,,,,,,,,1,3,2,2,99,5,1,99,2,
300226,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,0,2,1,2,1,47,3,1,4,2,
300227,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,,80,3,3,2,2,86,5,1,5,2,
300230,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,,0,2,1,1,1,58,3,1,99,1,
300231,2,1,2,2,2,2,2,2,2,2,2,2,2,2,8,2,2,,,2,1,2,2,42,5,1,5,2,
300232,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,3,2,2,84,2,1,2,2,
300234,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,3,1,2,59,3,1,3,2,
300235,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,0,2,3,2,2,65,7,2,4,2,
300236,2,2,,,,,,,,,,,,,,,,,,2,3,2,2,77,5,1,4,2,
300237,1,2,1,2,2,2,2,2,1,2,2,1,2,1,2,2,2,,30,2,3,2,2,99,3,1,99,2,
300241,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,3,3,2,1,79,6,1,3,2,
300247,1,1,1,2,2,2,2,2,1,1,2,2,2,1,2,1,2,,10,2,1,1,1,42,6,1,99,2,
300248,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,20,10,5,1,2,1,26,6,1,6,2,1
300250,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,3,2,1,66,5,9,99,2,
300255,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,1,1,,30,2,1,1,2,42,7,1,8,2,
300257,2,2,,,,,,,,,,,,,,,,,,1,3,2,2,81,7,2,4,2,
300259,2,2,,,,,,,,,,,,,,,,,,1,3,2,1,46,3,4,5,1,
300261,1,1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,,20,3,1,2,1,18,5,1,8,2,
300267,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,,5,2,1,2,2,99,5,1,7,2,
300271,1,1,1,2,2,2,1,2,1,1,2,2,2,1,2,1,2,50,0,2,1,1,1,39,5,1,8,2,
300272,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,,25,2,1,1,2,36,7,1,6,2,
300276,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,3,3,2,2,63,6,1,6,2,
300277,2,2,,,,,,,,,,,,,,,,,,2,3,2,2,18,5,1,99,2,
300279,2,2,,,,,,,,,,,,,,,,,,1,7,2,2,54,6,1,5,2,
300280,2,2,,,,,,,,,,,,,,,,,,2,3,2,1,74,3,1,1,1,
300283,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,,0,1,3,2,1,60,5,1,6,2,
300285,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,1,25,20,1,3,2,1,81,3,1,99,2,
300286,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,1,2,2,55,5,1,6,2,
300290,1,1,1,1,2,2,1,2,1,2,1,1,2,1,1,1,1,50,0,1,5,2,2,57,6,1,99,1,7
300293,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,,9999,2,3,2,1,72,7,1,9,2,
300296,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,,0,1,3,2,2,63,5,1,3,2,
300299,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,,0,2,3,2,2,55,6,1,6,2,
300300,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,4,2,2,49,7,1,99,2,
300301,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,,0,2,1,2,1,57,5,1,4,2,
300302,2,2,,,,,,,,,,,,,,,,,,1,2,2,2,60,3,1,2,2,
300303,1,1,1,1,2,1,2,2,1,2,2,1,1,2,2,1,1,,0,4,1,1,1,48,7,1,99,2,
300308,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,,0,2,4,1,2,27,5,2,1,1,7
300309,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,4,1,2,1,45,3,1,2,2,
300311,1,1,1,2,2,1,2,2,2,2,2,1,2,2,1,1,2,,0,3,1,2,2,57,5,1,7,2,
300312,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,1,2,2,53,3,1,7,2,
300314,2,2,,,,,,,,,,,,,,,,,,2,3,2,2,59,5,2,1,1,
300316,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,,,2,3,2,2,70,6,1,4,2,
300322,2,2,,,,,,,,,,,,,,,,,,4,5,1,1,57,3,1,6,1,
300323,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,,0,9,9,9,1,55,6,5,99,2,
300325,2,2,,,,,,,,,,,,,,,,,,2,5,1,2,47,5,1,2,1,
300326,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,,0,2,1,2,1,49,5,1,5,2,
300328,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,,0,3,3,1,2,69,5,1,7,2,
300331,2,2,,,,,,,,,,,,,,,,,,4,2,2,2,62,5,1,2,1,
300333,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,,0,1,2,2,2,65,6,2,4,2,7
300334,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,1,2,1,69,7,1,7,2,
300335,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,50,0,3,3,2,1,72,7,1,99,2,
300336,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,3,2,2,69,3,4,2,2,
300340,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,,0,2,2,1,1,32,3,1,5,2,
300341,2,2,,,,,,,,,,,,,,,,,,1,3,2,2,88,5,1,2,2,
300342,2,2,,,,,,,,,,,,,,,,,,3,3,2,1,68,3,2,99,2,
300343,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,,0,2,2,1,2,42,7,1,8,2,7
300344,1,1,1,1,2,2,1,2,1,2,2,2,8,2,2,1,2,,0,2,3,2,1,63,6,4,6,2,
300347,1,1,2,2,2,1,1,1,2,1,2,1,1,1,2,2,1,10,0,2,1,1,2,99,3,9,99,2,7
300348,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,9,9,1,99,9,1,99,2,
300350,2,2,,,,,,,,,,,,,,,,,,1,5,2,2,79,3,1,1,1,
300352,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,,,2,1,2,1,18,2,1,2,1,7
300354,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,,0,1,1,1,2,18,1,1,1,2,1
300359,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,,0,2,1,1,1,50,6,4,6,2,6
300360,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,,,1,3,2,2,75,5,1,5,2,5
300362,2,2,,,,,,,,,,,,,,,,,,2,3,2,2,71,2,2,99,1,
300363,1,1,1,1,2,2,1,2,2,2,1,2,8,2,2,2,2,,0,3,4,1,1,36,3,2,1,2,7
300364,2,2,,,,,,,,,,,,,,,,,,1,3,2,2,77,3,1,2,2,
300365,2,2,,,,,,,,,,,,,,,,,,4,5,2,2,60,2,2,99,1,
300367,2,2,,,,,,,,,,,,,,,,,,1,3,2,2,89,2,1,2,1,
300369,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,1,1,2,2,59,6,1,5,2,
300371,2,2,,,,,,,,,,,,,,,,,,3,3,2,2,67,5,1,99,2,
300376,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,,,2,5,1,1,32,1,1,1,1,7
300377,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,1,2,2,42,6,2,4,2,
300378,1,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,120,10,5,1,1,1,39,7,4,9,2,
300379,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,1,2,2,49,3,1,6,2,
300380,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,0,3,1,2,1,51,3,1,8,2,
300381,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,20,100,2,1,1,1,43,3,1,6,2,
300383,2,2,,,,,,,,,,,,,,,,,,1,3,2,2,85,7,1,6,2,
300385,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,,9999,1,1,1,2,99,3,1,4,2,7
300387,2,2,,,,,,,,,,,,,,,,,,3,3,2,2,73,3,1,2,2,
300389,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,4,1,2,1,52,6,2,7,2,
300390,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,2,62,5,1,6,2,
300391,2,2,,,,,,,,,,,,,,,,,,1,3,2,1,75,1,1,1,2,
300392,2,2,,,,,,,,,,,,,,,,,,2,3,2,2,86,7,1,99,2,
300395,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,4,1,2,1,63,6,1,8,2,
300397,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,0,2,1,2,2,45,6,1,5,2,
300398,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,1,2,1,67,7,1,9,2,
300399,2,2,,,,,,,,,,,,,,,,,,1,3,2,2,70,6,5,4,2,
300400,1,1,1,2,2,2,2,2,1,2,1,1,1,1,2,1,1,100,0,3,1,2,1,50,7,1,99,2,
300401,2,2,,,,,,,,,,,,,,,,,,1,3,2,2,99,5,1,99,2,
300403,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,,0,2,2,2,1,23,5,1,7,2,
300405,1,1,1,1,2,2,1,2,1,1,2,1,1,2,2,1,2,,50,2,1,2,2,59,7,1,7,2,
300412,2,2,,,,,,,,,,,,,,,,,,1,5,2,1,66,7,1,1,2,
300420,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,,,2,1,2,1,59,7,1,8,2,
